id,user_id,title,type,detail,created_at,updated_at
59,39,Card 2,cash,520-870-1121x6958,2025-07-14 17:36:57.777542,2025-07-14 17:36:57.777542
60,40,Card 1,cash,817.772.1744x804,2025-08-20 18:07:46.497547,2025-08-20 18:07:46.497547
61,40,Card 2,creditcard,4829475744153821,2025-08-20 18:07:46.497547,2025-08-20 18:07:46.497547
62,41,Card 1,cash,(482)505-8859x30604,2025-05-08 04:29:53.902329,2025-05-08 04:29:53.902329
63,42,Card 1,mobilebanking,001-352-835-6740x154,2025-02-07 07:40:17.989732,2025-02-07 07:40:17.989732
64,43,Card 1,creditcard,4490748429174587,2025-11-02 02:05:39.977972,2025-11-02 02:05:39.977972
65,44,Card 1,cash,001-467-913-3205x056,2025-10-11 14:30:04.938279,2025-10-11 14:30:04.938279
66,44,Card 2,cash,831.795.8687x974,2025-10-11 14:30:04.938279,2025-10-11 14:30:04.938279
67,45,Card 1,mobilebanking,001-734-414-0847,2025-07-12 15:03:42.070362,2025-07-12 15:03:42.070362
68,45,Card 2,creditcard,379551471208384,2025-07-12 15:03:42.070362,2025-07-12 15:03:42.070362
69,46,Card 1,mobilebanking,517.305.2899x393,2025-11-10 02:50:03.103390,2025-11-10 02:50:03.103390
70,47,Card 1,cash,+1-535-493-2122x324,2025-10-30 21:02:54.109048,2025-10-30 21:02:54.109048
71,47,Card 2,cash,+1-597-547-4139x4548,2025-10-30 21:02:54.109048,2025-10-30 21:02:54.109048
72,48,Card 1,creditcard,3576441559642586,2025-05-21 09:07:31.395597,2025-05-21 09:07:31.395597
73,48,Card 2,creditcard,6571141992408029,2025-05-21 09:07:31.395597,2025-05-21 09:07:31.395597
74,49,Card 1,cash,001-450-210-7134x30143,2025-03-27 14:07:12.786639,2025-03-27 14:07:12.786639
75,49,Card 2,cash,652-839-9754x402,2025-03-27 14:07:12.786639,2025-03-27 14:07:12.786639
76,50,Card 1,creditcard,3549860027889467,2025-06-29 17:54:43.562043,2025-06-29 17:54:43.562043
77,50,Card 2,creditcard,2709076908916893,2025-06-29 17:54:43.562043,2025-06-29 17:54:43.562043
78,51,Card 1,creditcard,502035913529,2025-06-09 13:43:07.075052,2025-06-09 13:43:07.075052
79,52,Card 1,creditcard,3551074767220389,2025-03-29 01:37:53.475337,2025-03-29 01:37:53.475337
80,52,Card 2,creditcard,3583630010159328,2025-03-29 01:37:53.475337,2025-03-29 01:37:53.475337
81,53,Card 1,creditcard,180081256854326,2025-06-05 17:08:08.256196,2025-06-05 17:08:08.256196
82,53,Card 2,cash,(563)794-0742x08921,2025-06-05 17:08:08.256196,2025-06-05 17:08:08.256196
83,54,Card 1,cash,001-999-331-1860x48478,2025-01-29 08:52:49.376692,2025-01-29 08:52:49.376692
84,55,Card 1,mobilebanking,(433)287-5996x9654,2025-05-13 19:29:08.221212,2025-05-13 19:29:08.221212
85,56,Card 1,mobilebanking,(733)257-8122,2025-09-12 12:21:08.755557,2025-09-12 12:21:08.755557
86,56,Card 2,cash,661.627.3196,2025-09-12 12:21:08.755557,2025-09-12 12:21:08.755557
87,57,Card 1,creditcard,349232938786901,2025-06-05 10:22:15.797553,2025-06-05 10:22:15.797553
88,57,Card 2,mobilebanking,445-310-0615,2025-06-05 10:22:15.797553,2025-06-05 10:22:15.797553
89,58,Card 1,creditcard,4399659750517561,2025-06-06 03:21:12.499222,2025-06-06 03:21:12.499222
90,58,Card 2,mobilebanking,+1-963-864-6217x67532,2025-06-06 03:21:12.499222,2025-06-06 03:21:12.499222
91,59,Card 1,mobilebanking,+1-460-967-6165x24135,2025-08-05 09:05:32.279438,2025-08-05 09:05:32.279438
92,60,Card 1,cash,3598396898,2025-06-09 06:06:43.688356,2025-06-09 06:06:43.688356
93,61,Card 1,cash,(349)670-5060,2025-01-13 02:52:23.304224,2025-01-13 02:52:23.304224
94,61,Card 2,cash,234.403.9211,2025-01-13 02:52:23.304224,2025-01-13 02:52:23.304224
95,62,Card 1,cash,(700)735-6229,2025-05-10 23:55:29.442612,2025-05-10 23:55:29.442612
96,63,Card 1,mobilebanking,+1-752-474-9393x57889,2025-07-04 17:05:04.855814,2025-07-04 17:05:04.855814
97,64,Card 1,creditcard,3511786986592491,2025-07-09 08:32:12.587417,2025-07-09 08:32:12.587417
98,64,Card 2,mobilebanking,001-996-417-8939x57195,2025-07-09 08:32:12.587417,2025-07-09 08:32:12.587417
99,65,Card 1,creditcard,503888896225,2025-03-23 20:17:00.196686,2025-03-23 20:17:00.196686
100,65,Card 2,creditcard,3597427967838887,2025-03-23 20:17:00.196686,2025-03-23 20:17:00.196686
101,66,Card 1,creditcard,3591452130105861,2025-02-15 20:18:44.721828,2025-02-15 20:18:44.721828
102,66,Card 2,cash,339.328.5386,2025-02-15 20:18:44.721828,2025-02-15 20:18:44.721828
103,67,Card 1,cash,+1-335-329-3548x7410,2025-07-07 20:05:44.365624,2025-07-07 20:05:44.365624
104,68,Card 1,mobilebanking,(954)956-6294x811,2025-10-14 01:17:51.758929,2025-10-14 01:17:51.758929
105,69,Card 1,cash,380-915-0051x8356,2025-07-23 04:31:01.430751,2025-07-23 04:31:01.430751
106,69,Card 2,creditcard,3583883429429531,2025-07-23 04:31:01.430751,2025-07-23 04:31:01.430751
107,70,Card 1,creditcard,4890086521082564,2025-04-09 21:41:27.227541,2025-04-09 21:41:27.227541
108,70,Card 2,cash,464.650.6904x3511,2025-04-09 21:41:27.227541,2025-04-09 21:41:27.227541
109,71,Card 1,creditcard,349213117047919,2025-08-07 10:49:17.161107,2025-08-07 10:49:17.161107
110,71,Card 2,cash,540.753.1299,2025-08-07 10:49:17.161107,2025-08-07 10:49:17.161107
111,72,Card 1,cash,+1-494-760-8153x708,2025-03-16 07:28:44.311268,2025-03-16 07:28:44.311268
112,73,Card 1,cash,(888)250-4692x008,2025-11-08 11:31:54.816236,2025-11-08 11:31:54.816236
113,74,Card 1,mobilebanking,335-557-0480,2025-02-05 05:17:04.268759,2025-02-05 05:17:04.268759
114,75,Card 1,cash,484-865-5387x29161,2025-10-26 22:14:06.729158,2025-10-26 22:14:06.729158
115,75,Card 2,creditcard,4749616487672405,2025-10-26 22:14:06.729158,2025-10-26 22:14:06.729158
116,76,Card 1,creditcard,36721923606429,2025-09-09 11:37:11.714817,2025-09-09 11:37:11.714817
117,77,Card 1,cash,+1-348-966-3163,2025-10-13 22:33:35.130068,2025-10-13 22:33:35.130068
118,77,Card 2,creditcard,4640596965839,2025-10-13 22:33:35.130068,2025-10-13 22:33:35.130068
119,78,Card 1,mobilebanking,(386)608-8326x854,2025-05-23 05:15:07.367106,2025-05-23 05:15:07.367106
120,78,Card 2,cash,595.443.6750,2025-05-23 05:15:07.367106,2025-05-23 05:15:07.367106
121,79,Card 1,cash,654-700-0824x104,2025-02-25 04:30:55.823963,2025-02-25 04:30:55.823963
122,80,Card 1,mobilebanking,+1-239-597-5327x85315,2025-06-01 11:54:25.169358,2025-06-01 11:54:25.169358
123,81,Card 1,creditcard,3582647604257087,2025-05-25 15:58:08.215369,2025-05-25 15:58:08.215369
124,82,Card 1,creditcard,676316757977,2025-09-04 00:40:48.141393,2025-09-04 00:40:48.141393
125,82,Card 2,creditcard,3573224376005143,2025-09-04 00:40:48.141393,2025-09-04 00:40:48.141393
126,83,Card 1,cash,955.830.7955,2025-04-03 03:07:12.000923,2025-04-03 03:07:12.000923
127,83,Card 2,mobilebanking,864.478.5352x4642,2025-04-03 03:07:12.000923,2025-04-03 03:07:12.000923
128,84,Card 1,mobilebanking,(893)432-1851x9470,2025-08-26 13:08:29.721007,2025-08-26 13:08:29.721007
129,84,Card 2,mobilebanking,568.747.8604,2025-08-26 13:08:29.721007,2025-08-26 13:08:29.721007
130,85,Card 1,mobilebanking,(360)325-6757x574,2025-05-20 07:33:41.316645,2025-05-20 07:33:41.316645
131,86,Card 1,cash,001-895-728-0816,2025-02-24 09:18:18.174797,2025-02-24 09:18:18.174797
132,86,Card 2,cash,(425)416-6146x409,2025-02-24 09:18:18.174797,2025-02-24 09:18:18.174797
133,87,Card 1,cash,352-856-2916,2025-04-26 06:47:21.820656,2025-04-26 06:47:21.820656
134,88,Card 1,cash,(861)691-6614x504,2025-05-16 12:51:39.866408,2025-05-16 12:51:39.866408
135,88,Card 2,creditcard,4008275253953686369,2025-05-16 12:51:39.866408,2025-05-16 12:51:39.866408
136,89,Card 1,mobilebanking,(940)443-0922x647,2025-09-07 17:30:05.780107,2025-09-07 17:30:05.780107
137,89,Card 2,creditcard,6011302600094381,2025-09-07 17:30:05.780107,2025-09-07 17:30:05.780107
138,90,Card 1,creditcard,379000517150010,2025-03-02 16:27:22.088351,2025-03-02 16:27:22.088351
139,91,Card 1,creditcard,3530682984583953,2025-05-19 05:08:05.617913,2025-05-19 05:08:05.617913
140,92,Card 1,mobilebanking,(470)241-2707x05006,2025-08-09 12:58:42.037079,2025-08-09 12:58:42.037079
141,93,Card 1,cash,001-359-303-2337x8727,2025-05-06 12:58:01.867598,2025-05-06 12:58:01.867598
142,93,Card 2,mobilebanking,630-476-4872x926,2025-05-06 12:58:01.867598,2025-05-06 12:58:01.867598
143,94,Card 1,creditcard,30177090623026,2025-05-16 20:54:31.304413,2025-05-16 20:54:31.304413
144,94,Card 2,cash,001-446-215-5102x7793,2025-05-16 20:54:31.304413,2025-05-16 20:54:31.304413
145,95,Card 1,cash,209-885-2305x27206,2025-02-16 03:04:55.726244,2025-02-16 03:04:55.726244
146,96,Card 1,cash,(786)543-8762x9080,2025-11-10 12:50:05.578324,2025-11-10 12:50:05.578324
147,97,Card 1,creditcard,36583965408670,2025-03-21 13:34:28.164691,2025-03-21 13:34:28.164691
148,97,Card 2,creditcard,4134997242059192,2025-03-21 13:34:28.164691,2025-03-21 13:34:28.164691
149,98,Card 1,creditcard,180087526802466,2025-02-14 18:57:13.991197,2025-02-14 18:57:13.991197
150,98,Card 2,mobilebanking,(602)307-4997x86944,2025-02-14 18:57:13.991197,2025-02-14 18:57:13.991197
151,99,Card 1,cash,+1-890-679-7864x6079,2025-10-13 16:20:10.568890,2025-10-13 16:20:10.568890
152,100,Card 1,cash,548.361.5420,2025-06-03 08:36:17.158125,2025-06-03 08:36:17.158125
