id,customer_id,driver_id,restaurant_id,location,status,remark,total_amount,driver_fee,created_at,updated_at
28,6,102,135,"4504 Andrea Orchard Suite 302
Ericview, NE 48204",success,,107.71000000000001,9.79,2025-11-10 15:33:43.913407,2025-11-10 15:33:43.913407
29,6,105,121,"20461 William Ways Suite 830
North Valeriestad, DC 05926",pending,Address as particularly miss.,43.190000000000005,3.93,2025-11-10 15:33:43.913537,2025-11-10 15:33:43.913537
30,6,119,131,"849 Luna Dale
Coreychester, IA 64993",preparing,,85.11999999999999,7.74,2025-11-10 15:33:43.913658,2025-11-10 15:33:43.913659
31,7,,121,"49302 Keith Shoals Suite 609
Luceroland, TN 15391",delivered,,62.169999999999995,5.65,2025-11-10 15:33:43.913916,2025-11-10 15:33:43.913916
32,7,,126,"USS Morrison
FPO AA 67708",success,,12.02,1.09,2025-11-10 15:33:43.913986,2025-11-10 15:33:43.913986
33,7,118,130,"52040 Bradley Fall
Hendrixside, CO 45979",success,Perhaps what be tax offer give.,70.22,6.38,2025-11-10 15:33:43.914150,2025-11-10 15:33:43.914150
34,7,,131,"24222 Jennifer Heights Apt. 162
West Denise, PR 78866",rejected,Offer real peace order.,89.47999999999999,8.13,2025-11-10 15:33:43.914276,2025-11-10 15:33:43.914277
35,7,105,121,"9068 John Radial Apt. 298
Gomezfort, ID 45089",preparing,,119.53,10.87,2025-11-10 15:33:43.914404,2025-11-10 15:33:43.914404
36,8,104,127,"53950 Sherri Knolls
Adrianview, NM 85003",pending,,108.89000000000001,9.9,2025-11-10 15:33:43.914636,2025-11-10 15:33:43.914637
37,8,,125,"130 Gates Ports Suite 900
South Michael, DC 39536",success,,154.69,14.06,2025-11-10 15:33:43.914765,2025-11-10 15:33:43.914766
38,8,103,134,"099 Casey Mount
East Jamesport, NJ 05533",delivered,,82.42,7.49,2025-11-10 15:33:43.914872,2025-11-10 15:33:43.914873
39,8,108,123,"91195 Laura Isle Suite 270
West Patriciaborough, VA 69691",preparing,Its where effort need face.,94.22999999999999,8.57,2025-11-10 15:33:43.915004,2025-11-10 15:33:43.915004
40,8,112,134,"6971 Simmons Mountain Suite 310
Lesliemouth, KY 73805",preparing,,135.60000000000002,12.33,2025-11-10 15:33:43.915133,2025-11-10 15:33:43.915134
41,9,116,124,"649 Samantha Forge
Ashleyfurt, MD 97638",pending,,171.07000000000002,15.55,2025-11-10 15:33:43.915372,2025-11-10 15:33:43.915372
42,9,120,124,"93185 Sarah Landing Suite 085
Ricemouth, MH 39971",preparing,,76.07000000000001,6.92,2025-11-10 15:33:43.915502,2025-11-10 15:33:43.915502
43,9,120,125,"31938 King Parkways
Port Johnberg, ME 46036",rejected,,66.92,6.08,2025-11-10 15:33:43.915624,2025-11-10 15:33:43.915625
44,9,,129,"844 Daniel Prairie
Coltonstad, MN 90267",rejected,,27.14,2.47,2025-11-10 15:33:43.915743,2025-11-10 15:33:43.915743
45,9,116,135,"62910 Mejia Prairie
Sarahbury, IL 92694",delivered,Start brother good write maintain.,29.79,2.71,2025-11-10 15:33:43.915892,2025-11-10 15:33:43.915892
46,10,110,129,"247 Smith Vista Apt. 481
Port Gregoryport, SC 87402",success,,105.56,9.6,2025-11-10 15:33:43.916178,2025-11-10 15:33:43.916179
47,10,109,129,"95337 William Course Apt. 404
Johnsonstad, NC 32230",success,,126.59,11.51,2025-11-10 15:33:43.916307,2025-11-10 15:33:43.916307
48,10,114,125,"6504 Lisa Land Suite 296
Port Sierrafurt, PA 72260",delivered,,33.809999999999995,3.07,2025-11-10 15:33:43.916417,2025-11-10 15:33:43.916417
49,10,,131,"91154 Isaac Center
Woodshire, SC 05205",rejected,,56.16,5.11,2025-11-10 15:33:43.916536,2025-11-10 15:33:43.916537
50,10,,134,"01769 Dyer Plains
Port Williamborough, GA 21290",pending,,40.91,3.72,2025-11-10 15:33:43.916662,2025-11-10 15:33:43.916662
51,11,103,134,"PSC 1183, Box 6067
APO AP 08955",rejected,,71.51,6.5,2025-11-10 15:33:43.916732,2025-11-10 15:33:43.916732
52,11,109,125,"937 Bullock Vista
East Katherine, NY 84268",delivered,,50.89,4.63,2025-11-10 15:33:43.916854,2025-11-10 15:33:43.916855
53,11,107,123,"641 Tracy Mews Suite 977
Ivanview, MI 17953",success,,55.41,5.04,2025-11-10 15:33:43.916962,2025-11-10 15:33:43.916962
54,11,107,125,"9720 Hicks Loop
North Heathermouth, IL 54861",rejected,,29.72,2.7,2025-11-10 15:33:43.917084,2025-11-10 15:33:43.917084
55,11,,125,"210 Chad Landing Suite 808
North Ricardostad, LA 51671",rejected,,131.56,11.96,2025-11-10 15:33:43.917192,2025-11-10 15:33:43.917193
56,12,105,133,"4684 Aaron Vista Suite 351
Warrenhaven, ND 34616",preparing,,104.53999999999999,9.5,2025-11-10 15:33:43.917760,2025-11-10 15:33:43.917761
57,12,,128,"214 Hughes Station Suite 038
Bradleytown, NV 49957",pending,,25.250000000000004,2.3,2025-11-10 15:33:43.917894,2025-11-10 15:33:43.917894
58,12,114,132,"981 Lester Underpass Apt. 997
Jacobland, FM 08631",preparing,,173.51000000000002,15.77,2025-11-10 15:33:43.918028,2025-11-10 15:33:43.918028
59,12,105,126,"14504 Carter Villages Suite 477
Omarton, GA 59093",pending,,80.56,7.32,2025-11-10 15:33:43.918159,2025-11-10 15:33:43.918160
60,12,,130,"USS Montgomery
FPO AP 16230",delivered,,88.32000000000001,8.03,2025-11-10 15:33:43.918234,2025-11-10 15:33:43.918235
61,13,117,134,"8467 Alyssa Roads Suite 727
Wandamouth, WI 38282",rejected,,71.05,6.46,2025-11-10 15:33:43.918612,2025-11-10 15:33:43.918613
62,13,110,128,"81748 William Views Apt. 852
Evansfort, NJ 72204",preparing,,104.42999999999999,9.49,2025-11-10 15:33:43.918741,2025-11-10 15:33:43.918741
63,13,116,135,"54617 Matthews Lake
Davistown, AR 27868",delivered,,100.94,9.18,2025-11-10 15:33:43.918880,2025-11-10 15:33:43.918881
64,13,116,130,"530 Cynthia Port
Robinbury, WY 32356",pending,,82.81,7.53,2025-11-10 15:33:43.918986,2025-11-10 15:33:43.918986
65,13,,127,"9089 Natasha Divide Apt. 638
South Belinda, PR 28798",rejected,,78.31,7.12,2025-11-10 15:33:43.919101,2025-11-10 15:33:43.919102
66,14,106,123,"USNV King
FPO AP 15530",preparing,,49.1,4.46,2025-11-10 15:33:43.919409,2025-11-10 15:33:43.919410
67,14,114,133,"6627 Landry River
Tiffanytown, IN 25333",pending,,58.11,5.28,2025-11-10 15:33:43.919532,2025-11-10 15:33:43.919533
68,14,114,131,"66064 Peters Row
Jacobmouth, OH 25495",preparing,,70.53,6.41,2025-11-10 15:33:43.919653,2025-11-10 15:33:43.919653
69,14,111,131,"2815 Diana Terrace Suite 407
Port Victoriaside, IL 52965",preparing,Stock analysis power always well.,63.6,5.78,2025-11-10 15:33:43.919821,2025-11-10 15:33:43.919822
70,14,116,134,"63190 James Expressway
North John, HI 17495",pending,,109.34,9.94,2025-11-10 15:33:43.919945,2025-11-10 15:33:43.919946
71,15,114,127,"06435 Dustin Harbors Apt. 081
East Denise, ND 23497",pending,Discover claim not with general term.,108.03,9.82,2025-11-10 15:33:43.920348,2025-11-10 15:33:43.920349
72,15,114,135,"7916 Melissa Hill
West Kristineton, ME 16504",rejected,,13.75,1.25,2025-11-10 15:33:43.920454,2025-11-10 15:33:43.920454
73,15,101,131,"USS Smith
FPO AA 27947",delivered,Pay little yet one buy.,84.47,7.68,2025-11-10 15:33:43.920542,2025-11-10 15:33:43.920543
74,15,111,125,"2922 Bell Pike
Rothborough, PA 26594",preparing,,144.09,13.1,2025-11-10 15:33:43.920685,2025-11-10 15:33:43.920685
75,15,114,134,"381 Carrie Rapid Suite 070
New Tracy, VT 22558",rejected,,102.19,9.29,2025-11-10 15:33:43.920796,2025-11-10 15:33:43.920797
76,16,108,123,"1077 Lisa Mills
Millerbury, FL 18343",preparing,,30.869999999999997,2.81,2025-11-10 15:33:43.921048,2025-11-10 15:33:43.921049
77,16,114,132,"7644 Griffin Ranch Apt. 689
South Joann, NV 29724",delivered,,48.519999999999996,4.41,2025-11-10 15:33:43.921173,2025-11-10 15:33:43.921173
78,16,113,121,"7625 Stephen Skyway Suite 135
Lake Joshuaborough, KY 06279",pending,Coach government study hundred.,146.09,13.28,2025-11-10 15:33:43.921314,2025-11-10 15:33:43.921315
79,16,115,126,"7520 Robert Stravenue
Lake Crystalmouth, MH 66414",pending,Step product start although.,24.05,2.19,2025-11-10 15:33:43.921472,2025-11-10 15:33:43.921472
80,16,,130,"7401 Bruce Circle Apt. 118
Kylechester, WV 47776",rejected,,65.3,5.94,2025-11-10 15:33:43.921581,2025-11-10 15:33:43.921581
81,17,105,125,"Unit 4181 Box 8823
DPO AP 90306",rejected,,56.68,5.15,2025-11-10 15:33:43.921746,2025-11-10 15:33:43.921746
82,17,,128,"221 Burnett Green Apt. 976
Hernandeztown, VA 75757",rejected,Theory skin growth often detail.,43.96,4.0,2025-11-10 15:33:43.922020,2025-11-10 15:33:43.922023
83,17,,130,"712 Johnson Plains
Mcculloughmouth, AL 30285",delivered,,141.98999999999998,12.91,2025-11-10 15:33:43.922183,2025-11-10 15:33:43.922184
84,17,104,133,"8514 Benjamin River Suite 816
West Johnathan, NH 01257",success,,57.29,5.21,2025-11-10 15:33:43.922321,2025-11-10 15:33:43.922322
85,17,105,126,"2540 Sharon Branch
East Travis, TX 07886",preparing,,14.76,1.34,2025-11-10 15:33:43.922429,2025-11-10 15:33:43.922429
86,18,102,129,"205 Vazquez Plains Suite 708
West David, IA 57926",pending,,147.86,13.44,2025-11-10 15:33:43.922732,2025-11-10 15:33:43.922733
87,18,107,125,"351 Deborah Green Apt. 877
Port Jeremychester, TX 60640",success,,48.15,4.38,2025-11-10 15:33:43.922848,2025-11-10 15:33:43.922848
88,18,103,129,"217 Lucero Turnpike
Drewtown, MN 98398",success,,172.35999999999999,15.67,2025-11-10 15:33:43.922973,2025-11-10 15:33:43.922974
89,18,,129,"947 Regina Locks
Harrisview, NJ 46491",rejected,,31.580000000000002,2.87,2025-11-10 15:33:43.923099,2025-11-10 15:33:43.923099
90,18,112,129,"260 Miller Shoal Apt. 171
North Samanthafort, SD 63711",success,Mouth reach relate heart to practice.,145.14999999999998,13.2,2025-11-10 15:33:43.923251,2025-11-10 15:33:43.923252
91,19,,124,"888 Sheila Pines Suite 345
North Thomasstad, ID 66392",rejected,Itself dog practice yeah.,68.85000000000001,6.26,2025-11-10 15:33:43.923657,2025-11-10 15:33:43.923658
92,19,117,132,"642 Reyes Mission Apt. 367
Walshhaven, MA 05814",success,,21.4,1.95,2025-11-10 15:33:43.923807,2025-11-10 15:33:43.923807
93,19,104,124,"94383 William Ranch
North Ronald, MA 03555",pending,Return rule explain.,88.83,8.08,2025-11-10 15:33:43.923931,2025-11-10 15:33:43.923932
94,19,,123,"5963 Randall Fork
New Ralphmouth, DC 01940",pending,Have Congress free matter history.,84.21,7.66,2025-11-10 15:33:43.924077,2025-11-10 15:33:43.924077
95,19,107,129,"300 Sean Springs Apt. 839
Jermainemouth, CA 58094",preparing,,24.839999999999996,2.26,2025-11-10 15:33:43.924186,2025-11-10 15:33:43.924187
96,20,108,121,"2416 Kevin Light Apt. 384
Wardmouth, WA 92636",delivered,,74.93,6.81,2025-11-10 15:33:43.924520,2025-11-10 15:33:43.924520
97,20,120,123,"85874 Christy Rapids Suite 391
Spencerland, NE 77411",delivered,,25.840000000000003,2.35,2025-11-10 15:33:43.924649,2025-11-10 15:33:43.924649
98,20,103,126,"11081 Lori Points
Davilafurt, IL 65249",delivered,,74.24,6.75,2025-11-10 15:33:43.924773,2025-11-10 15:33:43.924773
99,20,114,135,"54495 Pitts Roads
Rebekahberg, MO 29375",preparing,,96.73999999999998,8.79,2025-11-10 15:33:43.924901,2025-11-10 15:33:43.924901
100,20,115,135,"7556 Nolan Fall
Ethanfurt, DC 79376",preparing,,85.67,7.79,2025-11-10 15:33:43.925024,2025-11-10 15:33:43.925025
101,21,,135,"541 Chavez Track
North Cory, MI 39331",preparing,Myself foreign skin food market.,124.47,11.32,2025-11-10 15:33:43.925404,2025-11-10 15:33:43.925405
102,21,118,133,"733 Hurley River Apt. 746
Port Ronald, ID 23416",rejected,,113.12,10.28,2025-11-10 15:33:43.925533,2025-11-10 15:33:43.925534
103,21,,132,"1066 Martinez Mount
East Michele, TN 62240",delivered,,19.45,1.77,2025-11-10 15:33:43.925654,2025-11-10 15:33:43.925654
104,21,102,130,"470 Lauren Walk Suite 264
South Carrie, OH 05571",delivered,,89.60000000000001,8.15,2025-11-10 15:33:43.925765,2025-11-10 15:33:43.925765
105,21,109,130,"08555 Alicia Viaduct
North Vincentberg, ME 76568",rejected,,96.89,8.81,2025-11-10 15:33:43.925874,2025-11-10 15:33:43.925874
106,22,,132,"484 Steven Lock Suite 481
South Carlystad, CT 84508",rejected,,29.139999999999997,2.65,2025-11-10 15:33:43.926191,2025-11-10 15:33:43.926191
107,22,103,129,"55362 John Springs
Mooreside, ME 69723",rejected,,30.160000000000004,2.74,2025-11-10 15:33:43.926311,2025-11-10 15:33:43.926312
108,22,120,131,"198 Mason Avenue Suite 033
Curtisside, AL 59951",delivered,,97.34,8.85,2025-11-10 15:33:43.926454,2025-11-10 15:33:43.926455
109,22,116,134,"061 Black Gateway
East Julianchester, RI 73187",delivered,,71.05,6.46,2025-11-10 15:33:43.926578,2025-11-10 15:33:43.926578
110,22,,125,"USNS Miller
FPO AP 10077",rejected,,16.91,1.54,2025-11-10 15:33:43.926647,2025-11-10 15:33:43.926648
111,23,103,130,"237 Eileen Plaza Apt. 474
Riosstad, VA 72218",preparing,Apply available gas full.,31.530000000000005,2.87,2025-11-10 15:33:43.926947,2025-11-10 15:33:43.926948
112,23,113,121,"28786 Turner Port
Lopezbury, KS 60575",success,,130.57,11.87,2025-11-10 15:33:43.927087,2025-11-10 15:33:43.927088
113,23,,135,"85307 Long Row
Porterstad, NC 93684",rejected,,22.32,2.03,2025-11-10 15:33:43.927227,2025-11-10 15:33:43.927227
114,23,,123,"653 Geoffrey Ferry Apt. 946
New Gregoryport, SD 32204",success,,87.18,7.93,2025-11-10 15:33:43.927338,2025-11-10 15:33:43.927338
115,23,119,128,"0814 Austin Ville
New Robert, MH 08433",rejected,,167.49999999999997,15.23,2025-11-10 15:33:43.927583,2025-11-10 15:33:43.927584
116,24,102,135,"9908 Ashley Shoal Suite 993
New Michaelhaven, WV 36719",preparing,,68.96,6.27,2025-11-10 15:33:43.927966,2025-11-10 15:33:43.927967
117,24,107,126,"4155 Elizabeth Overpass
Shanemouth, ND 11509",delivered,Because indicate vote.,97.9,8.9,2025-11-10 15:33:43.928132,2025-11-10 15:33:43.928133
118,24,102,126,"98300 Michelle Manor Suite 752
Stonehaven, AR 53037",rejected,Pay discover wait girl onto it.,110.22,10.02,2025-11-10 15:33:43.928279,2025-11-10 15:33:43.928279
119,24,116,131,"66101 Joshua Mills Apt. 050
South Cody, MT 85011",preparing,,113.71000000000001,10.34,2025-11-10 15:33:43.928389,2025-11-10 15:33:43.928389
120,24,105,125,"816 Samantha Drive
South Brettmouth, PW 79999",pending,Order soon him now dark help.,17.14,1.56,2025-11-10 15:33:43.928517,2025-11-10 15:33:43.928517
121,25,102,131,"USCGC Rice
FPO AA 67724",delivered,,92.72999999999999,8.43,2025-11-10 15:33:43.928710,2025-11-10 15:33:43.928710
122,25,109,126,"787 Daniel Plaza Suite 270
West Stephanie, VA 80635",preparing,,37.42,3.4,2025-11-10 15:33:43.928819,2025-11-10 15:33:43.928820
123,25,103,125,"USCGC Clarke
FPO AA 56289",preparing,Cell report itself west.,144.44,13.13,2025-11-10 15:33:43.928905,2025-11-10 15:33:43.928906
124,25,114,131,"9182 Nelson Plains Apt. 786
Harrellburgh, AL 78563",success,Skin six movement hot resource.,80.2,7.29,2025-11-10 15:33:43.929067,2025-11-10 15:33:43.929068
125,25,103,130,"3564 Spencer View
West Virginia, LA 35173",success,One design tonight summer fire.,100.42999999999999,9.13,2025-11-10 15:33:43.929205,2025-11-10 15:33:43.929206
126,26,110,127,"833 Christopher Villages
Lake Elizabeth, FM 09858",pending,,162.06,14.73,2025-11-10 15:33:43.929538,2025-11-10 15:33:43.929539
127,26,109,125,"91308 Goodman Streets Apt. 795
South Ann, IL 82535",pending,,148.06,13.46,2025-11-10 15:33:43.929666,2025-11-10 15:33:43.929666
128,26,111,134,"6278 Shane Inlet
Velazquezland, NV 28738",rejected,,23.68,2.15,2025-11-10 15:33:43.929787,2025-11-10 15:33:43.929788
129,26,120,121,"580 Pham Alley
New Deborah, TX 51339",pending,,103.0,9.36,2025-11-10 15:33:43.929905,2025-11-10 15:33:43.929906
130,26,108,127,"972 Alexander Isle
Greenborough, FM 00664",rejected,,15.24,1.39,2025-11-10 15:33:43.930044,2025-11-10 15:33:43.930044
131,27,107,125,"9035 Jennifer Trail
Oliviatown, FM 30718",success,Whom kid us. Candidate bad lead.,122.63,11.15,2025-11-10 15:33:43.930318,2025-11-10 15:33:43.930319
132,27,114,131,"3655 Jackson Flat
Lake Lucasmouth, MT 22248",preparing,,86.23,7.84,2025-11-10 15:33:43.930442,2025-11-10 15:33:43.930442
133,27,114,130,"6735 April Row
Heatherfort, VA 41858",delivered,,22.770000000000003,2.07,2025-11-10 15:33:43.930544,2025-11-10 15:33:43.930544
134,27,116,134,"64092 Nathan Views
Merrittport, WI 06690",success,,69.87,6.35,2025-11-10 15:33:43.930663,2025-11-10 15:33:43.930663
135,27,119,133,"1294 Lane Burg
West Kimberlyville, PR 34494",success,,115.36,10.49,2025-11-10 15:33:43.930786,2025-11-10 15:33:43.930786
136,28,110,132,"70495 Mitchell Port Suite 269
West Leahport, GA 10053",pending,Coach writer space pattern.,150.04000000000002,13.64,2025-11-10 15:33:43.931165,2025-11-10 15:33:43.931166
137,28,108,127,"USNV Medina
FPO AA 20025",rejected,,44.51,4.05,2025-11-10 15:33:43.931238,2025-11-10 15:33:43.931239
138,28,119,131,"68303 Jacqueline Park
South Donald, RI 26732",rejected,,135.60000000000002,12.33,2025-11-10 15:33:43.931347,2025-11-10 15:33:43.931347
139,28,102,131,"04725 Yolanda Park Apt. 452
Leachstad, IA 96840",pending,Never north actually my watch.,105.48,9.59,2025-11-10 15:33:43.931490,2025-11-10 15:33:43.931491
140,28,104,134,"PSC 1001, Box 9716
APO AE 38585",preparing,,27.29,2.48,2025-11-10 15:33:43.931514,2025-11-10 15:33:43.931514
141,29,109,129,"PSC 8089, Box 0287
APO AP 76158",delivered,,175.82,15.98,2025-11-10 15:33:43.931775,2025-11-10 15:33:43.931775
142,29,117,124,"PSC 9690, Box 1927
APO AA 02161",delivered,,130.48000000000002,11.86,2025-11-10 15:33:43.931800,2025-11-10 15:33:43.931801
143,29,120,129,"9694 Young Circle Apt. 051
Carlosmouth, AS 38057",success,Deep toward mother cost machine.,19.540000000000003,1.78,2025-11-10 15:33:43.931948,2025-11-10 15:33:43.931949
144,29,101,125,"7471 Perkins Oval
Evelyntown, NE 43471",pending,,90.67999999999999,8.24,2025-11-10 15:33:43.932069,2025-11-10 15:33:43.932070
145,29,101,132,"911 Alexa Motorway Suite 669
Scottberg, AL 40281",delivered,,18.990000000000002,1.73,2025-11-10 15:33:43.932179,2025-11-10 15:33:43.932179
146,30,115,130,"394 Michael Glens
Evansborough, MN 54401",pending,Threat college drug.,194.52,17.68,2025-11-10 15:33:43.932456,2025-11-10 15:33:43.932457
147,30,101,135,"3885 Brown Expressway Suite 854
Millerburgh, KY 88956",success,,165.63,15.06,2025-11-10 15:33:43.932602,2025-11-10 15:33:43.932602
148,30,109,123,"035 Michael Forks Suite 868
Jessicatown, MP 57148",delivered,Election single public among.,134.42,12.22,2025-11-10 15:33:43.932750,2025-11-10 15:33:43.932750
149,30,,130,"497 Robertson Centers
South Michelle, PW 71293",rejected,,82.32000000000001,7.48,2025-11-10 15:33:43.932871,2025-11-10 15:33:43.932871
150,30,105,133,"02337 Christina Mall
South Alexandrachester, FL 70108",delivered,Eye peace through.,66.87,6.08,2025-11-10 15:33:43.933006,2025-11-10 15:33:43.933007
151,31,118,123,"93100 Riggs Lakes
Port Laurabury, TN 25933",preparing,Miss return bar help surface physical.,24.34,2.21,2025-11-10 15:33:43.933419,2025-11-10 15:33:43.933420
152,31,113,133,"Unit 6201 Box 0995
DPO AA 90852",preparing,,79.02000000000001,7.18,2025-11-10 15:33:43.933444,2025-11-10 15:33:43.933444
153,31,107,126,"814 Armstrong Alley
Amandabury, CO 24914",delivered,Figure improve close million.,44.29,4.03,2025-11-10 15:33:43.933594,2025-11-10 15:33:43.933594
154,31,105,125,"438 Danny Union
Browningport, KY 88366",pending,However on hour total follow.,18.919999999999998,1.72,2025-11-10 15:33:43.933729,2025-11-10 15:33:43.933730
155,31,112,129,"USNV Patton
FPO AE 00742",preparing,,22.7,2.06,2025-11-10 15:33:43.933798,2025-11-10 15:33:43.933799
156,32,105,126,"50313 Robert Estates
South Dustinville, PR 33483",pending,Nothing not hope book dream.,21.75,1.98,2025-11-10 15:33:43.934069,2025-11-10 15:33:43.934069
157,32,111,131,"4259 Velez Bypass Suite 558
Bryantburgh, MS 61617",rejected,,94.02,8.55,2025-11-10 15:33:43.934213,2025-11-10 15:33:43.934214
158,32,110,125,"47454 Ashley Skyway Suite 842
Watkinschester, WV 07692",rejected,,105.06,9.55,2025-11-10 15:33:43.934340,2025-11-10 15:33:43.934340
159,32,108,134,"4381 Klein Ville
West Jasonville, NM 39947",pending,,10.040000000000001,0.91,2025-11-10 15:33:43.934463,2025-11-10 15:33:43.934464
160,32,,127,"54876 Taylor Tunnel
North Lisa, IL 75717",preparing,,36.269999999999996,3.3,2025-11-10 15:33:43.934582,2025-11-10 15:33:43.934582
161,33,111,135,"7771 Smith Stravenue Suite 144
Payneshire, CO 84748",pending,,106.77000000000001,9.71,2025-11-10 15:33:43.934867,2025-11-10 15:33:43.934867
162,33,102,126,"2586 Kimberly Key Suite 590
Jessicastad, WY 49933",preparing,Figure goal heavy office benefit.,32.010000000000005,2.91,2025-11-10 15:33:43.935001,2025-11-10 15:33:43.935002
163,33,106,121,"1731 Ruiz Point Suite 482
Tonybury, AS 40628",delivered,,85.25,7.75,2025-11-10 15:33:43.935126,2025-11-10 15:33:43.935126
164,33,120,132,"5095 Corey Parks
Christinechester, PA 28846",rejected,,64.17999999999999,5.83,2025-11-10 15:33:43.935229,2025-11-10 15:33:43.935230
165,33,,132,"80845 Tiffany Trafficway Apt. 774
Crosbymouth, LA 00877",rejected,,62.239999999999995,5.66,2025-11-10 15:33:43.935354,2025-11-10 15:33:43.935355
166,34,111,122,"469 James Orchard
North Angelastad, LA 95116",delivered,,47.21,4.29,2025-11-10 15:33:43.935593,2025-11-10 15:33:43.935593
167,34,,122,"7656 Baker Greens Apt. 701
East Melissa, MH 74437",delivered,,154.85,14.08,2025-11-10 15:33:43.935719,2025-11-10 15:33:43.935720
168,34,119,133,"2122 Moreno Parks
Morenochester, MP 43465",pending,,57.58,5.23,2025-11-10 15:33:43.935859,2025-11-10 15:33:43.935859
169,34,104,135,"39640 Tyrone Row Apt. 181
Brianstad, CO 66377",delivered,,97.85000000000001,8.9,2025-11-10 15:33:43.935971,2025-11-10 15:33:43.935971
